Country,pcode,gis_name,name_alt,name_fr,name_sp,loc_type,address_1,address_2,address_3,address_4,city,ds_code,x,y
Sudan,SDNp000546,Nyala,,Nyala,,UNHCR Field Office,,,,,Nyala,SUDNY,2770787.6554999985,1352059.4657999985
Sudan,SDNp000544,El Geneina,,El Geneina,,UNHCR Field Office,Hay El Madaris,"Block 2, Plot# 23",,,El Geneina,SUDEL,2498553.7256999984,1509134.1653000005
Sudan,SDNp000427,Kassala,,Kassala,,UNHCR Sub-Office,Turaa Shimal,House No. 48/1,P.O. Box 2560,,Kassala,SUDKA,4052920.020799998,1743426.1805000007
Sudan,SDNp000327,Khartoum,,Khartoum,,UNHCR Country Office,Mohammed Nageeb Road,(North of Farouk Cemetery),Khartoum No. 2,P.O. Box 2560,Khartoum,SUDKH,3622343.0209,1756695.5252999999
Sudan,SDNp000326,Gedaref,,Gedaref,,UNHCR Sub-Office,,,,,,SUDGE,3938817.5427,1578387.4481999986
Sudan,SDNp008984,Ed Daein,,Ed Daein,,UNHCR Field Office,P.O. Box 220,Port Sudan,,,Port Sudan,SUDED,2910893.3647999987,1280513.320700001
Sudan,SDNp030014,El Fula,,,,UNHCR Field Unit,,,,,,SUDEU,3153619.268199999,1313764.3154999986
Sudan,SDNp030015,Abu Jubeiha,,,,UNHCR Field Unit,,,,,,SUDAU,3476542.234099999,1283676.6031000018
Sudan,SDNp030013,El Radom,,,,UNHCR Field Unit,,,,,,SUDER,2765248.2380999997,1098825.820700001
Sudan,SDNp008985,El Obeid,,El Obeid,,UNHCR Field Unit,P.O. Box 220,Port Sudan,,,Port Sudan,SUDEO,3366857.9990000017,1478892.2758999988
Sudan,SDNp030016,Um Rakuba,,,,UNHCR Field Unit,,,,,Doka,SUDUM,3970552.285599999,1515484.6088999994
Senegal,SENp000307,Dakar (RB),Dakar,Dakar,,UNHCR Regional Office,"FAALO, route du King Fahd Palace, 3125",,,,Dakar,SENRB,-1950279.8959,1659497.8293000013
El Salvador,SLVp000130,San Salvador**,,San Salvador**,,UNHCR Country Office,,,,,,SALSA,-9930032.5372,1540164.3627000004
Somalia,SOMp003303,Luuq,,Luuq,,UNHCR Field Unit,,,,,,,4736463.661699999,424519.15520000085
Somalia,SOMp000837,Dhobley,,Dhobley,,UNHCR Field Unit,,,,,,SOMDB,4576574.2392,45988.70659999922
Somalia,SOMp005770,Berbera,,Berbera,,UNHCR Field Unit,,,,,,SOMBB,5010322.633499999,1168999.9307999983
Somalia,SOMp004927,South-Central Mogadishu,,Mogadiscio,,UNHCR Sub-Office,Lion Place,,,,Mogadishu,SOMMG,5041536.221299998,224834.1997999996
Somalia,SOMp000688,Baidoa,,Baidoa,,UNHCR Field Unit,,,,,,SOMBD,4858750.682700001,347174.19999999925
Somalia,SOMp000313,Bossaso,Boosaaso,Bossaso,,UNHCR Field Office,P.O. Box 43801,,,,Bossaso,SOMBS,5474204.6439,1262852.9316000007
Somalia,SOMp000317,Mogadishu***,,Mogadiscio***,,UNHCR Charge de Mission,Lion Place,Waiyaki Way,,,Mogadishu,SOMMO,5047448.351500001,227696.7082999982
Somalia,SOMp000562,Garoowe,,Garoowe,,UNHCR Field Unit,,,,,,SOMGR,5396063.927299999,938411.5273000002
Somalia,SOMp000315,Hargeysa,Hargeisa,Hargeisa,,UNHCR Sub-Office,BP 852,Djibouti,,,Hargeisa North West (Boroma),SOMHA,4906033.636399999,1064970.8425000012
Somalia,SOMp000314,Gaalkacyo,Galkayo,Gaalkacyo,,UNHCR Sub-Office,P.O. Box 43801,,,,Galkayo,SOMGK,5279596.466699999,760331.0201999992
Somalia,SOMp000316,Kismaayo,,Kismaayo,,UNHCR Field Office,,,,,,SOMKI,4736199.055300001,-40075.28040000051
Somalia,SOMp000685,Belet Weyne,,Belet Weyne,,UNHCR Field Unit,,,,,,SOMBE,5036202.856600001,529847.0502999984
Serbia,SRBp000678,Preševo,,,,UNHCR Field Unit,,,,,,SRBPS,2413707.0117000006,5207067.681199998
Serbia,SRBp000140,Belgrade,,Belgrade,,UNHCR Country Office,Krunska 58,,,,Belgrade,SRBBE,2273169.271499999,5592819.573600002
Serbia,SRBp000412,Priština***,Pristina*,Pristina***,,UNHCR Charge de Mission,Rr. e. Kragujevcit 8,,,,Pristina,SRBPR,2355743.064199999,5262633.641900003
South Sudan,SSDp000754,Bunj,,Bunj,,UNHCR Sub-Office,,,,,,SSDBU,3751040.1521000005,1114320.4081000015
South Sudan,SSDp000593,Bor,,Bor,,UNHCR Field Office,,,,,,SSDBO,3514055.7617000006,694573.9439999983
South Sudan,SSDp030007,Yida,,Yida,,UNHCR Field Office,,,,,,SSDYI,3349600.9294999987,1130572.9659999982
South Sudan,SSDp010025,Wau,,Wau,,UNHCR Field Unit,,,,,,SSDWU,3117760.1556,861459.7716000006
South Sudan,SSDp000894,Jam Jang,Jam Jang,Jam Jang,,UNHCR Sub-Office,,,,,,SSDJM,3372008.6777999997,1110550.7283000015
South Sudan,SSDp010026,Bentiu,,Bentiu,,UNHCR Field Office,,,,,,SSDBT,3316004.4514000006,1034549.0056000017
South Sudan,SSDp000570,Yambio,,Yambio,,UNHCR Field Office,,,,,Yambio,SSDYA,3161028.2606000006,508823.65089999884
South Sudan,SSDp000572,Malakal,,Malakal,,UNHCR Field Office,,,,,Malakal,SSDMA,3523039.2446000017,1067945.2102999985
South Sudan,SSDp000542,Juba,,Juba,,UNHCR Country Office,Ministries Road,Buluk Area,,,Juba,SSDJU,3517454.6796999983,540669.5709000006
South Sudan,SSDp000536,Yei,,Yei,,UNHCR Field Office,,,,,Yei,SSDYE,3413278.2267000005,455014.2646000013
Slovakia,SVKp000312,Bratislava,,,,UNHCR National Office,,,,,Bratislava,,1904346.8577999994,6131460.454999998
Slovakia,SVKp000313,Humene,,,,UNHCR Field Unit,,,,,Humene,,2438748.75,6263424.352600001
Slovakia,SVKp000314,Kosice,,,,UNHCR Field Unit,,,,,Kosice,SVKKO,2365902.2716000006,6226882.990999997
Sweden,SWEp000331,Stockholm (MCO),,Stockholm (MCO),,UNHCR Multi-Country Office,Ynglingagatan 14,6th Floor,,,Stockholm,SWEST,2011209.2402000017,8252275.233400002
Syrian Arab Republic,SYRp000900,Qamishli,,Qamishly,,UNHCR Sub-Office,,,,,,SYRHA,4588730.415199999,4445589.883599997
Syrian Arab Republic,SYRp000621,Homs,,Homs,,UNHCR Sub-Office,,,,,,SYRHM,4085516.841499999,4128784.325199999
Syrian Arab Republic,SYRp000333,Damascus,,Damas,,UNHCR Country Office,PO BOX 30891,ABDULLAH BIN RAWTHA STREET,KAFAR SUSEH,,DAMASCUS,SYRDA,4038969.2148,3961504.9782000035
Syrian Arab Republic,SYRp000623,Tartous,,Tartous,,UNHCR Field Office,,,,,,SYRTA,3993433.9771,4149694.7190999985
Syrian Arab Republic,SYRp000622,Aleppo,,Alep,,UNHCR Sub-Office,c/o UNHCR,,,,Aleppo,SYRAL,4131781.2217999995,4330043.915100001
Syrian Arab Republic,SYRp004107,Sweida,,Sweida,,UNHCR Field Office,,,,,,,4071268.8346999995,3856682.8783000037
Rep. of Chad,TCDp004116,Baga-Sola,,Bagassola,,UNHCR Sub-Office,,,,,,CHDBS,1593200.1473999992,1521275.5366999991
Rep. of Chad,TCDp000866,Amdjarass,,Amdjarass,,UNHCR Field Office,,,,,,CHDAJ,2542759.808699999,1813236.0483999997
Rep. of Chad,TCDp000517,Goz Beïda,Goz Beida,Goz Beïda,,UNHCR Field Office,Chateau deau,,,,Goz Beida,CHDGB,2384628.5782000013,1370747.9519000016
Rep. of Chad,TCDp000489,Gore,,Goré,,UNHCR Sub-Office,,,,,Gore,CHDGO,1852294.4820999987,886063.7886000015
Rep. of Chad,TCDp000511,Maro,,Maro,,UNHCR Field Office,,,,,,CHDMA,2091626.440299999,940952.0003000014
Rep. of Chad,TCDp000510,Iriba,,Iriba,,UNHCR Field Office,Département de Kobe,,,,Iriba,CHDIR,2477328.6609999985,1703671.0513999984
Rep. of Chad,TCDp000084,N'Djamena,,N'Djamena,,UNHCR Country Office,Quartier Sabangali,3eme Arrondissement,"Rue 2083, Porte 1262",,N'Djamena,CHDND,1676342.2894000001,1356221.1486999989
Rep. of Chad,TCDp000515,Farchana,,Farchana,,UNHCR Field Office,Farchana,,,,Farchana,CHDFA,2429077.8957,1527547.4926999994
Rep. of Chad,TCDp000801,Haraze,,Haraze,,UNHCR Field Office,,,,,,CHDHA,2334081.4045,1119143.178100001
Rep. of Chad,TCDp004117,Moissala,,Moissala,,UNHCR Field Office,,,,,,CHDMI,1977034.1565000005,931362.9825000018
Rep. of Chad,TCDp000516,Guéréda,Guereda,Guéréda,,UNHCR Field Office,,,,,Guereda,CHDGU,2458871.332899999,1633080.7818000019
Rep. of Chad,TCDp000512,Abéché,Abeche,Abéché,,UNHCR Sub-Office,Grand Marché du Bétail,,,,Abeche,CHDAB,2319525.2677999996,1556352.6422000006
Togo,TGOp000353,Lome**,,Lomé**,,UNHCR National Office,"Rue de la Pature, 182 SJO",Quartier Saint Joseph,UNICEF,,Lome,TOGLO,137637.31080000103,686129.2241999991
Thailand,THAp000849,Bangkok,,Bangkok,,UNHCR Country Office,P.O. Box 2-121,,,,Bangkok,THABA,11188495.360800002,1546956.3630999997
Thailand,THAp000346,Bangkok (RO),,Bangkok,,UNHCR Regional Office,P.O. Box 2-121,,,,Bangkok,THARB,11192936.6992,1544837.1204999983
Thailand,THAp000348,Mae Hong Son,,Mae Hong Son,,UNHCR Field Office,23 Nivespisan Road,Jongkham Sub-district,Muang District,,Mae Hong Son,THAMH,10905787.169799998,2190515.8522000015
Thailand,THAp000349,Mae Sot,,Mae Sot,,UNHCR Field Office,34/5 Mae Sot - Mae Tao Road,,,,Mae Sot,THABM,10972998.7614,1886360.7153000012
Thailand,THAp000851,Bangkok (MCO),,Bangkok (MCO),,UNHCR Multi-Country Office,,,,,Bangkok,THARO,11190868.2419,1543611.8150000013
Tajikistan,TJKp000335,Dushanbe,,Douchanbé,,UNHCR Country Office,Pr-t Druzhba Narodov 106,,,,Dushanbe,TJKDU,7656443.257300001,4660263.5973000005
Trinidad and Tobago,TTOp002498,Port of Spain***,,Port of Spain***,,UNHCR Field Office,,,,,,TRTPO,-6848291.4727,1193685.0425999984
Tunisia,TUNp002093,Gabès,,,,UNHCR Field Unit,,,,,Gabès,,1124556.3462000005,4012979.4092999995
Tunisia,TUNp002092,Sfax,,,,UNHCR Field Unit,,,,,,,1197906.8139999993,4129093.123800002
Tunisia,TUNp002091,Medenine,,,,UNHCR Field Unit,,,,,,,1167741.4584,3940920.4777000025
Tunisia,TUNp000354,Tunis,,Tunis,,UNHCR Country Office,20 rue des Lacs Mazouries,1006,,,Tunis,TUNTU,1140575.3282999992,4416790.180100001
Tunisia,TUNp000830,Zarzis,,Zarzis,,UNHCR Field Office,,,,,,TUNZA,1232427.4334000014,3973448.313199997
Turkey,TURp000885,Izmir,,,,UNHCR Field Unit,,,,,,TURIZ,3028671.902399998,4644366.862000003
Turkey,TURp000882,Hatay,Hatay,Hatay,,UNHCR Field Unit,,,,,,TURHA,4027119.9120999984,4328207.259499997
Turkey,TURp000880,Gaziantep,Gaziantep,Gaziantep,,UNHCR Sub-Office,,,,,,TURGA,4162188.9888000004,4448696.924900003
Turkey,TURp000881,Sanliurfa,Sanliurfa,Sanliurfa,,UNHCR Field Unit,,,,,,TURSA,4318755.4265,4460373.101599999
Turkey,TURp000356,Istanbul,,Istanbul,,UNHCR Field Office,Firuzaga Mah. Defterdar Yokusu,Safir Apt. No. 129/1,Cihangir-Beyoglu,,Istanbul,TURIS,3226637.074099999,5017242.251500003
Turkey,TURp000358,Van,,Van,,UNHCR Field Office,Iskele Caddesi Eski Sanayi,Anadolu Kalkinma Vakfi Kat 1,,,Van,TURVA,4831265.900400002,4650301.8367
Turkey,TURp000355,Ankara,,Ankara,,UNHCR Country Office,"12. Cadde, 212. Sokak No:3","Sancak Mahallesi, Cankaya",,,Ankara,TURAN,3657426.4488000013,4850589.473399997
United Republic of Tanzania,TZAp010040,Dodoma,,Dodoma,,UNHCR Field Unit,,Hombolo Road,,,Dodoma,TANDO,3981831.1713000014,-686440.5975000001
United Republic of Tanzania,TZAp000342,Kigoma,,Kigoma,,UNHCR Sub-Office,Plot No.287,Kheri Avenue,P.O. Box 1213,,Kigoma,TANKI,3297493.265900001,-544294.0683999993
United Republic of Tanzania,TZAp000340,Kasulu,,Kasulu,,UNHCR Field Office,P.O. Box 332,Kimobwa (mlimani area),,,Kasulu,TANKS,3350200.2617999986,-508653.0133000016
United Republic of Tanzania,TZAp000343,Mwanza,,Mwanza,,UNHCR Field Unit,P.O. 2273,Airport,,,Mwanza,TANMW,3665966.0124000013,-272161.6394999996
United Republic of Tanzania,TZAp000339,Dar Es Salam,Dar es Salaam,Dar Es Salaam,,UNHCR Country Office,Plot 18 Kalenga Street,PO Box 2666,,,Dar-es-Salaam,TANDA,4372406.959399998,-760549.6378000006
United Republic of Tanzania,TZAp000341,Kibondo,,Kibondo,,UNHCR Field Office,P.O. Box 49,,,,Kibondo,TANKB,3417619.6867999993,-399229.49269999936
Uganda,UGAp006979,Lamwo,,,,UNHCR Field Office,,,,,Lamwo,UGALA,3621773.517499998,362145.03009999916
Uganda,UGAp000863,Rwamwanja,,Rwamwanja,,UNHCR Field Unit,,,,,,UGARW,3412419.2098000012,38304.342099998146
Uganda,UGAp006978,Yumbe,,Yumbe,,UNHCR Sub-Office,,,,,,UGAYU,3478555.3082000017,386626.51029999927
Uganda,UGAp000603,Moyo,,Moyo,,UNHCR Sub-Office,Plot No: 14/16,Lopirigo Road,,,Moyo,UGAMO,3531499.525899999,406591.2437000014
Uganda,UGAp003301,Kiryandongo,,Kiryandongo,,UNHCR Field Unit,,,,,,UGAKR,3565897.2485999987,207090.62999999896
Uganda,UGAp000364,Mbarara,,Mbarara,,UNHCR Sub-Office,Plot 88,Block 3Fort Portal road,P.O. Box 391,,Mbarara,UGAMB,3409565.1072000004,-66547.39050000161
Uganda,UGAp000734,Kyaka II,,Kyaka II,,UNHCR Field Unit,,,,,,UGAKY,3459969.018599998,39787.398299999535
Uganda,UGAp000715,Kisoro,,Kisoro,,UNHCR Field Unit,,,,,,UGAKS,3305170.289900001,-143451.26740000024
Uganda,UGAp000362,Kampala,,Kampala,,UNHCR Country Office,Plot 18 Prince Charles,Kololo,,,Kampala,UGAKA,3628644.964200001,37270.90769999847
Uganda,UGAp000736,Kyangwali,,Kyangwali,,UNHCR Sub-Office,,,,,,UGAKW,3430373.4985999987,135898.91010000184
Uganda,UGAp000360,Adjumani-Pakelle,,Pakelle,,UNHCR Sub-Office,c/o UNHCR BO Kampala,P.O. Box 3813,Kampala,,Pakelle-Adjumani,UGAAD,3545813.6717999987,374144.2831000015
Uganda,UGAp000738,Nakivale,,Nakivale,,UNHCR Field Unit,,,,,,UGANA,3445288.7786,-86998.87379999831
Uganda,UGAp000361,Arua,,Arua,,UNHCR Sub-Office,P.O.Box 847,,,,Arua,UGAAR,3442215.4255000018,335775.5203999989
Ukraine,UKRp002495,Dnipro,Dnipropetrovsk,Dnipro,,UNHCR Sub-Office,17,Lamana St,,,Dnipro,UKRDN,3902431.0973999985,6184848.5934000015
Ukraine,UKRp000897,Odesa,Odesa,Odesa,,UNHCR Field Unit,,,,,,UKROD,3420308.7923999988,5855317.023900002
Ukraine,UKRp000895,Lviv,Lviv,Lviv,,UNHCR Field Office,15,Paliya St,79000,,Lviv,UKRLV,2675797.6207999997,6417582.047399998
Ukraine,UKRp004112,Donetsk,,Donetsk,,UNHCR Field Office,,,,,Donetsk,UKRDK,4219839.4866,6105260.1586000025
Ukraine,UKRp004113,Luhansk,,Luhansk,,UNHCR Field Office,,,,,Luhansk,UKRLU,4377646.2793999985,6198976.076899998
Ukraine,UKRp007779,Chernivtsi,,,,UNHCR Field Unit,150,Heroes of Maidan St,,,Chernivtsi,UKRCH,2886376.916700002,6152520.0207
Ukraine,UKRp007780,Vinnytsia,,,,UNHCR Sub-Office,51,Ovodova St,,,Vinnytsia,UKRVI,3169353.734000001,6314608.998999998
Ukraine,UKRp007781,Uzhhorod,,,,UNHCR Field Office,10-B,Lva Tolstogo St,,,Uzhhorod,UKRUZ,2481886.971500002,6210711.4636999965
Ukraine,UKRp007782,Kyiv,,,,UNHCR Field Unit,75,Zhylianska,01032,,Kyiv,UKRKY,3395100.2093,6522643.636500001
Ukraine,UKRp007783,Kyiv,,,,UNHCR Country Office,75,Zhylianska,01032,,Kyiv,,3395104.021899998,6522646.720200002
Ukraine,UKRp007785,Poltava,,,,UNHCR Field Unit,,,,,Poltava,UKRPO,3844687.1950000003,6373865.839400001
Uruguay,URYp000001,Montevideo,,Montevideo,,UNHCR Field Unit,,,,,,URUMO,-6254043.4505,-4150167.4912
United States of America,USAp000660,San Diego,,San Diego,,UNHCR Field Office,,,,,,USASA,-13039628.5667,3860760.5273
United States of America,USAp000370,Washington,,Washington DC,,UNHCR Multi-Country Office,1775 K Street,,,,Washington,USAWA,-8576196.7276,4707767.781800002
United States of America,USAp000369,New York*,,New York*,,UNHCR Liaison Office,P.O. Box 20,Grand Central,,,New York,USANE,-8234713.3916,4975598.9592999965
Uzbekistan,UZBp000373,Regional Humanitarian Logistics Hub,,,,Global Hub / Service Center,,,,,Termez,,7505323.708900001,4474570.496100001
Bolivarian Republic of Venezuela,VENp000610,Caracas (FU),,Caracas,,UNHCR Field Unit,"Parque Cristal, Torre Oeste","Piso 4, Oficina 4-4, 4-5 y 4-6",Av. Francisco de Miranda,Urbanizacion Los Palos Grandes,Caracas,VENCR,-7441858.3522,1175329.8834000006
Bolivarian Republic of Venezuela,VENp000609,Ciudad Guayana,,Ciudad Guayana,,UNHCR Field Office,,,,,Ciudad Guayana,VENCI,-6982656.3244,926693.9046999998
Bolivarian Republic of Venezuela,VENp000608,Maracaibo,,Maracaibo,,UNHCR Field Office,,,,,Maracaibo,VENMR,-7971633.8201,1194111.6378999986
Bolivarian Republic of Venezuela,VENp000466,Guasdualito,,Guasdualito,,UNHCR Field Office,,,,,Guasdualito,VENGU,-7873845.3247,808282.8214999996
Bolivarian Republic of Venezuela,VENp000373,Caracas,,Caracas,,UNHCR Country Office,"Parque Cristal, Torre Oeste","Piso 4, Oficina 4-4, 4-5 y 4-6",Av. Francisco de Miranda,Urbanizacion Los Palos Grandes,Caracas,VENCA,-7441858.3522,1175329.8834000006
Bolivarian Republic of Venezuela,VENp000374,San Cristobal,,San Cristòbal,,UNHCR Field Office,Avenida Isaias Medina Angarita,(7a. Avenida) Edificio Occidental,Piso 6,,San Cristobal,VENSC,-8041052.097999999,867054.1174999997
Bolivarian Republic of Venezuela,VENp000611,San Antonio,,San Antonio,,UNHCR Field Unit,,,,,,VENSA,-8064513.901900001,872662.6592000015
Yemen,YEMp004559,Hudaydah,,Hudaydah,,UNHCR Field Office,,,,,,YEMHO,4780615.5320999995,1665585.8913999982
Yemen,YEMp006170,Ibb,,Ibb,,UNHCR Field Office,,,,,,YEMIB,4918005.809099998,1571748.044300001
Yemen,YEMp000655,Sa'ada,,Sa'ada,,UNHCR Field Office,,,,,,YEMSD,4869361.9103999995,1912419.570700001
Yemen,YEMp000506,Al Kharaz,,Al Kharaz,,UNHCR Field Office,,,,,,YEMAK,4901495.622499999,1433711.6037999988
Yemen,YEMp000382,Aden,,Aden,,UNHCR Sub-Office,UNHCR Sub-Office Aden,Hoshi Mana Street,Beside German Consulate - Shop area Building #27 &,Khormakser,Aden,YEMAD,5012894.2313,1437767.570799999
Yemen,YEMp000383,Sana'a,,Sana'a,,UNHCR Country Office,"Algeria Street, No.38",Building No.2,P.O. Box 12093 Sana'a,,Sana'a,YEMSA,4920989.41,1730377.7606000006
Yemen,YEMp030010,Marib,,Marib,Marib,UNHCR Field Office,"UN building, Louvre hotel",,,,Marib,YEMMR,5044681.544100001,1742571.3801000006
South Africa,ZAFp000712,Cape Town,,Cape Town,,UNHCR Field Office,,,,,,RSACT,2050590.3438999988,-4018361.584399998
South Africa,ZAFp000279,Pretoria (RO),Pretoria,Prétoria,,UNHCR Regional Office,"Metro Park Building,8th Floor",,,,Pretoria,RSARB,3138787.893100001,-2968037.7054000013
South Africa,ZAFp000715,Pretoria (LO),Pretoria,Pretoria,,UNHCR Liaison Office,"waterkloof house, 209 waterkloof road, brooklyn, p",,,,Pretoria,RSAPR,3143423.205499999,-2971096.9838999994
Zambia,ZMBp000385,Lusaka,,Lusaka,,UNHCR Country Office,17C Leopards Hill Road,P.O. Box 32542,,,Lusaka,ZAMLU,3149005.7556000017,-1737305.2415999994
Zambia,ZMBp000614,Solwezi,,Solwezi,,UNHCR Field Office,2410 Riverside,P.O. Box 110132,,,Solwezi,ZAMSO,2938901.3486,-1366247.1350999996
Zambia,ZMBp000384,Kawambwa,,Kawambwa,,UNHCR Field Office,Chipatala Road,NAPSA Building,P.O. Box 730184,,Kawambwa,ZAMKA,3237504.7507000007,-1094143.1996
Zambia,ZMBp000400,Kaoma ,Kaoma,Kaoma ,,UNHCR Field Unit,P.O. Box 940121,,,,Kaoma,ZAMKO,2760569.6394999996,-1664747.8249000013
Zimbabwe,ZWEp000389,Harare,,Harare,,UNHCR Country Office,P.O. Box 4565,2nd Floor,,,Harare,ZIMHA,3456915.467099998,-2017426.0295000002
Zimbabwe,ZWEp000597,Tongogara,,Tongogara,,UNHCR Field Office,,,,,,ZIMTO,3602007.399,-2304083.828400001
